seq_no|Supplier|Invoice_Date|Line_Description|QUANTITY|UNIT_OF_MEASURE|UNIT_COST|EXTENDED_AMOUNT 
15004313|Medline Industries Inc|11/29/2024|ITM-427275 - CONTAINER SPECIMEN OR STERILE 4OZ|1.0|Case|25.27|25.27
15004314|Medline Industries Inc|11/29/2024|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|1.0|Case|194.7|194.7
15004328|Medline Industries Inc|11/29/2024|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|1.0|Case|79.97|79.97
15004329|Medline Industries Inc|11/29/2024|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|1.0|Case|1406.25|1406.25
15004396|Medline Industries Inc|11/29/2024|[ Catalog: MSC0924002 ] [ Item: ITM-452707 ] SKIN CREAM,REMEDY CLINICAL,2OZ TUBE|1.0|Case|24.91|24.91
15004513|Medline Angelica|8/20/2024|FREIGHT|0.0||0.0|20.11
15004521|Medline Industries Inc|8/23/2024|freight|0.0||0.0|20.31
15004523|Medline Industries Inc|8/23/2024|freight|0.0||0.0|14.0
15004527|Medline Industries Inc|8/24/2024|freight|0.0||0.0|19.52
15004530|Medline Industries Inc|9/12/2024|freight|0.0||0.0|276.45
15004532|Medline Angelica|9/17/2024|freight|0.0||0.0|20.19
15004534|Medline Industries Inc|9/18/2024|freight|0.0||0.0|157.34
15004540|Medline Industries Inc|9/19/2024|freight|0.0||0.0|162.81
15005500|Medline Industries Inc|11/30/2024|FREIGHT|0.0||0.0|22.82
15005533|Medline Industries Inc|11/29/2024|FREIGHT|0.0||0.0|23.81
15007133|Medline Industries Inc|12/2/2024|FREIGHT|0.0||0.0|19.0
15007138|Medline Industries Inc|12/2/2024|FREIGHT|0.0||0.0|16.64
15013120|Medline Industries Inc|12/4/2024|freight|0.0||0.0|36.37
15013130|Medline Industries Inc|12/4/2024|freight|0.0||0.0|18.56
15013140|Medline Industries Inc|12/4/2024|freight|0.0||0.0|68.72
15013189|Medline Industries Inc|12/4/2024|freight|0.0||0.0|21.02
15013209|Medline Industries Inc|12/4/2024|ITM-414935 - NEEDLE SAFETY 25G X 5/8IN|1.0|Case|112.5|112.5
15013212|Medline Industries Inc|12/4/2024|freight|0.0||0.0|75.0
15013260|Medline Industries Inc|12/4/2024|freight|0.0||0.0|21.34
15013287|Medline Industries Inc|12/4/2024|freight|0.0||0.0|32.32
15013299|Medline Industries Inc|12/4/2024|freight|0.0||0.0|21.87
15013416|Medline Industries Inc|12/4/2024|freight|0.0||0.0|106.25
15013426|Medline Industries Inc|12/4/2024|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|1.0|Box|110.95|110.95
15016082|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|79.74
15016091|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|16.64
15016096|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|12.17
15016097|Medline Industries Inc|12/5/2024|ITM-464987 - BLADE BIOPSY STAINLESS STEEL STERILE DERMABLADE|2.0|Box|126.28|252.56
15016123|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|5.97
15016135|Medline Industries Inc|12/5/2024|ITM-429806 - PACK KIDNEY TRANSPLANT|2.0|Case|778.53|1557.06
15016145|Medline Industries Inc|12/5/2024|[ Catalog: ETHJ650G ] SUTURE,COATED VICRYL,1,TP-1,27,VIOLET|2.0|Box|130.9|261.8
15016146|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|12.17
15016185|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|57.4
15016231|Medline Industries Inc|12/5/2024|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|90.0|Case|2.82|253.8
15016242|Medline Industries Inc|12/4/2024|FREIGHT|0.0||0.0|11.98
15016244|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|12.17
15016261|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|35.26
15016288|Medline Industries Inc|12/5/2024|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|1.0|Case|194.7|194.7
15016309|Medline Industries Inc|12/5/2024|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|1.0|Box|110.95|110.95
15016326|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|18.7
15016338|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|16.93
15016363|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|16.64
15016387|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|97.31
15016397|Medline Industries Inc|12/5/2024|FREIGHT|0.0||0.0|16.93
15019331|Medline Industries Inc|12/6/2024|freight|0.0||0.0|27.03
15019350|Medline Industries Inc|12/6/2024|freight|0.0||0.0|19.42
15019510|Medline Industries Inc|12/6/2024|freight|0.0||0.0|31.1
15019513|Medline Industries Inc|12/6/2024|freight|0.0||0.0|14.17
15019522|Medline Industries Inc|12/6/2024|freight|0.0||0.0|33.17
15019525|Medline Industries Inc|12/5/2024|freight|0.0||0.0|11.46
15019526|Medline Industries Inc|12/6/2024|freight|0.0||0.0|40.81
15019530|Medline Industries Inc|12/6/2024|freight|0.0||0.0|12.17
15019571|Medline Industries Inc|12/5/2024|freight|0.0||0.0|45.31
15019573|Medline Industries Inc|12/6/2024|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|1.0|Case|1406.25|1406.25
15019594|Medline Industries Inc|12/6/2024|ITM-400881 - SUTURE ETHILON 7/0 P-1 18IN|3.0|Box|42.34|127.02
15019611|Medline Industries Inc|12/6/2024|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|1.0|Box|2.63|2.63
15019612|Medline Industries Inc|12/6/2024|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN|2.0|Case|101.41|202.82
15019613|Medline Industries Inc|12/6/2024|freight|0.0||0.0|18.97
15019646|Medline Industries Inc|12/5/2024|freight|0.0||0.0|291.18
15020685|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|184.84
15020687|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|23.99
15020689|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|28.71
15020740|Medline Industries Inc|12/7/2024|[ Catalog: DYNJ45589F ] DELIVERY PACK ME-LF RF|8.0|Case|368.88|2951.04
15020764|Medline Industries Inc|12/7/2024|ITM-401758 - CAP SYRINGE LUER LOCK STER|1.0|Case|180.0|180.0
15020811|Medline Industries Inc|12/7/2024|ITM-411024 - APPLICATOR SKIN PREPERATION STERILE CLEAR 10.5ML CHLORAPREP|1.0|Box|78.5|78.5
15020834|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|38.0
15020848|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|20.24
15020870|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|14.39
15020874|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|179.14
15020900|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|15.83
15020903|Medline Industries Inc|12/6/2024|FREIGHT|0.0||0.0|13.4
15020935|Medline Industries Inc|12/7/2024|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|1.0|Case|77.35|77.35
15020950|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|17.32
15020978|Medline Industries Inc|12/7/2024|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|1.0|Case|77.35|77.35
15021057|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|37.52
15021060|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|191.46
15021063|Medline Industries Inc|12/7/2024|FREIGHT|0.0||0.0|23.26
15022867|Medline Industries Inc|12/9/2024|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|1.0|Case|194.7|194.7
15022883|Medline Industries Inc|12/9/2024|ITM-441921 - SUTURE GUT CHROMIC SIZE 5-0 TAPER POINT C-1 27IN BROWN ABSORBABLE MONOFILAMENT ETHICON|1.0|Box|188.61|188.61
15022911|Medline Industries Inc|12/9/2024|FREIGHT|0.0||0.0|16.64
15022928|Medline Industries Inc|12/9/2024|ITM-411054 - DRESSING PROMOGRAN MATRIX 4.34SQIN|4.0|Box|67.58|270.32
15022944|Medline Industries Inc|12/9/2024|FREIGHT|0.0||0.0|45.41
15022956|Medline Industries Inc|12/9/2024|ITM-441915 - SUTURE MONOCRYL PLUS 5-0 P-1 18IN ANTIBACTERIAL UNDYED|1.0|Box|65.99|65.99
15022962|Medline Industries Inc|12/9/2024|ITM-427275 - CONTAINER SPECIMEN OR STERILE 4OZ|1.0|Case|25.27|25.27
15022967|Medline Industries Inc|12/9/2024|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|3.0|Case|79.97|239.91
15025755|Medline Industries Inc|12/10/2024|FREIGHT|0.0||0.0|22.47
15025776|Medline Industries Inc|12/10/2024|FREIGHT|0.0||0.0|18.7
15025778|Medline Industries Inc|12/10/2024|FREIGHT|0.0||0.0|29.74
15025812|Medline Industries Inc|12/10/2024|freight|0.0||0.0|19.32
15025842|Medline Industries Inc|12/10/2024|freight|0.0||0.0|22.78
15025856|Medline Industries Inc|12/10/2024|freight|0.0||0.0|17.32
15025875|Medline Industries Inc|12/10/2024|freight|0.0||0.0|11.34
15025888|Medline Industries Inc|12/10/2024|freight|0.0||0.0|32.32
15025908|Medline Industries Inc|12/10/2024|freight|0.0||0.0|15.67
15025912|Medline Industries Inc|12/10/2024|freight|0.0||0.0|15.13
15025918|Medline Industries Inc|12/10/2024|freight|0.0||0.0|127.8
15025968|Medline Industries Inc|12/10/2024|freight|0.0||0.0|19.32
15025971|Medline Industries Inc|12/10/2024|freight|0.0||0.0|39.25
15028944|Medline Industries Inc|12/11/2024|ITM-429806 - PACK KIDNEY TRANSPLANT|2.0|Case|778.53|1557.06
15028980|Medline Industries Inc|12/11/2024|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692|2.0|Each|188.49|376.98
15028997|Medline Industries Inc|12/11/2024|FREIGHT|0.0||0.0|37.52
15029001|Medline Industries Inc|12/11/2024|ITM-439340 - WIPE CLEANING SCREEN 6INX9IN EASY SCREEN|1.0|Case|46.82|46.82
15029023|Medline Industries Inc|12/11/2024|FREIGHT|0.0||0.0|62.6
15029099|Medline Industries Inc|12/11/2024|FREIGHT|0.0||0.0|16.64
15029104|Medline Industries Inc|12/11/2024|"[ Catalog: CUR26201C ] TAPE,TRANSPARENT,1""X10YD,1CT"|1.0|Case|29.51|29.51
15029105|Medline Industries Inc|12/11/2024|FREIGHT|0.0||0.0|21.02
15029106|Medline Industries Inc|12/11/2024|FREIGHT|0.0||0.0|33.17
15029176|Medline Industries Inc|12/11/2024|ITM-400813 - DRAPE SURGICAL ISOLATION INCISE FILM AND POUCH LARGE 100INX129IN STERI-DRAPE IOBAN|2.0|Case|101.41|202.82
15029209|Medline Industries Inc|12/11/2024|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|1.0|Case|2.82|2.82
15029221|Medline Industries Inc|12/11/2024|FREIGHT|0.0||0.0|16.64
15029240|Medline Industries Inc|12/11/2024|ITM-417131 - POUCH STERILIZATION STEAM AND GAS SELF-SEAL 5INX15IN|1.0|Case|142.75|142.75
15029262|Medline Industries Inc|12/11/2024|FREIGHT|0.0||0.0|193.97
15032074|Medline Industries Inc|12/11/2024|FREIGHT|0.0||0.0|11.98
15032083|Medline Industries Inc|12/12/2024|FREIGHT|0.0||0.0|47.84
15032113|Medline Industries Inc|12/12/2024|ITM-403130 - AIRWAY OVASSAPIAN|2.0|Case|22.0|44.0
15032145|Medline Industries Inc|12/12/2024|FREIGHT|0.0||0.0|51.03
15032149|Medline Industries Inc|12/12/2024|ITM-466724 - GLOVE EXAM WITH TEXTURED FINGERTIPS BLUE 2XL NITRILE POWDER-FREE SENSICARE|1.0|Case|53.81|53.81
15032169|Medline Industries Inc|12/12/2024|[ Catalog: PRM088001 ] BANDAGE,COHESIVE,TAN,1X5YD,LF,NS|1.0|Case|28.91|28.91
15032173|Medline Industries Inc|12/12/2024|"[ Catalog: CUR00727RBV1H ] XL FABRIC, CURAD, 10CT, 2""X4"", 10/BX"|1.0|Box|2.66|2.66
15032177|Medline Industries Inc|12/12/2024|[ Catalog: MDS9614CS ] SHEATH,DIGITAL THERMOMETER,ORAL,3600/CS|1.0|Case|70.52|70.52
15032179|Medline Industries Inc|12/12/2024|[ Catalog: MDS098001H ] HYDROGEN PEROXIDE,BOTTLE,16-OZ|2.0|Bottle|0.67|1.34
15032241|Medline Industries Inc|12/12/2024|ITM-400933 - BLADE  MYRINGTOMY|6.0|Box|114.12|684.72
15032261|Medline Industries Inc|12/12/2024|FREIGHT|0.0||0.0|15.92
15032278|Medline Industries Inc|12/12/2024|FREIGHT|0.0||0.0|15.55
15032310|Medline Industries Inc|12/12/2024|ITM-438487 - MARKER SKIN FINE TIP WITH 6 LABELS AND RULER 6IN STERILE|1.0|Case|29.7|29.7
15035133|Medline Industries Inc|12/13/2024|[ Catalog: W-ADS5811 ] MBO-ANEROID,HND,PLATINM SERIES,ADLT CUFF|2.0|Each|115.92|231.84
15035174|Medline Industries Inc|12/13/2024|[ Catalog: MDS202055H ] APPLICATOR,COTTON-TIP,WOOD,6,NS|2.0|Bag - BG|1.24|2.48
15035208|Medline Industries Inc|12/13/2024|ITM-423426 - HOLDER NEEDLE CRILE-WOOD 6IN|4.0|Box|53.38|213.52
15035229|Medline Industries Inc|12/13/2024|ITM-403521 - SPECULUM VAGINAL DISPOSABLE LARGE KLEENSPEC 590|1.0|Box|26.35|26.35
15035316|Medline Industries Inc|12/13/2024|ITM-429806 - PACK KIDNEY TRANSPLANT|1.0|Case|778.53|778.53
15035322|Medline Industries Inc|12/13/2024|ITM-415399 - CUFF BLOOD PRESSURE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT|2.0|Each|7.95|15.9
15035331|Medline Industries Inc|12/13/2024|[ Catalog: MSC092SBW02 ] CLEANSER, S/BW, REMEDY ESSENTIALS, 2OZ|1.0|Case|32.95|32.95
15035333|Medline Industries Inc|12/13/2024|[ Catalog: MSC0924002 ] [ Item: ITM-452707 ] SKIN CREAM,REMEDY CLINICAL,2OZ TUBE|2.0|Case|24.91|49.82
15035384|Medline Industries Inc|12/13/2024|ITM-405250 - SUTURE SIZE 0 30IN BLACK SILK BRAIDED|1.0|Box|39.6|39.6
15035407|Medline Industries Inc|12/13/2024|ITM-423426 - HOLDER NEEDLE CRILE-WOOD 6IN|4.0|Box|53.38|213.52
15035425|Medline Industries Inc|12/13/2024|freight|0.0||0.0|23.99
15035428|Medline Industries Inc|12/13/2024|freight|0.0||0.0|15.83
15035438|Medline Industries Inc|12/13/2024|FREIGHT|0.0||0.0|23.68
15035473|Medline Industries Inc|12/13/2024|ITM-423426 - HOLDER NEEDLE CRILE-WOOD 6IN|6.0|Box|53.38|320.28
15035492|Medline Industries Inc|12/13/2024|freight|0.0||0.0|37.02
15036724|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|21.87
15036728|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|19.42
15036760|Medline Industries Inc|12/13/2024|FREIGHT|0.0||0.0|13.0
15036769|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|35.15
15036777|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|41.0
15036811|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|19.45
15036816|Medline Industries Inc|12/14/2024|ITM-408236 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE LARGE ADULT SIZE 12 FLEXIPORT|10.0|Each|8.12|81.2
15036843|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|74.04
15036865|Medline Industries Inc|12/14/2024|ITM-453196 - CANNULA NASALl XL OPTIFLOW JUNIOR 2|1.0|Box|893.0|893.0
15036871|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|21.02
15036897|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|20.54
15036898|Medline Industries Inc|12/14/2024|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692|1.0|Each|188.49|188.49
15036943|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|23.53
15036971|Medline Industries Inc|12/14/2024|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|1.0|Case|104.86|104.86
15036997|Medline Industries Inc|12/14/2024|FREIGHT|0.0||0.0|17.54
15038967|Medline Industries Inc|12/16/2024|FREIGHT|0.0||0.0|24.94
15038982|Medline Industries Inc|12/16/2024|ITM-401764 - CATHETER IV SAF-T-INTIMA 24G X 3/4IN|1.0|Box|83.0|83.0
15039040|Medline Industries Inc|12/16/2024|ITM-416274 - COVER PROBE GENIUS II|3.0|Box|3.53|10.59
15039053|Medline Industries Inc|12/16/2024|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|1.0|Case|194.7|194.7
15041660|Medline Industries Inc|12/17/2024|freight|0.0||0.0|53.99
15041708|Medline Industries Inc|12/17/2024|ITM-432332 - CURETTE DERMAL DISPOSABLE 5MM|2.0|Box|181.39|362.78
15041722|Medline Industries Inc|12/17/2024|freight|0.0||0.0|20.22
15041731|Medline Industries Inc|12/17/2024|freight|0.0||0.0|19.0
15041757|Medline Industries Inc|12/16/2024|freight|0.0||0.0|451.33
15041773|Medline Industries Inc|12/17/2024|freight|0.0||0.0|50.26
15041782|Medline Industries Inc|12/17/2024|freight|0.0||0.0|16.64
15041897|Medline Industries Inc|12/17/2024|freight|0.0||0.0|21.87
15041997|Medline Industries Inc|12/17/2024|freight|0.0||0.0|63.19
15041999|Medline Industries Inc|12/17/2024|[ Catalog: DYND30261 ] BAG,SPECIMEN,BIOHAZARD,ZIP,6X9,POCKT|5.0|Case|36.25|181.25
15042016|Medline Industries Inc|12/17/2024|freight|0.0||0.0|14.63
15042051|Medline Industries Inc|12/17/2024|freight|0.0||0.0|17.32
15044766|Medline Industries Inc|12/18/2024|ITM-438487 - MARKER SKIN FINE TIP WITH 6 LABELS AND RULER 6IN STERILE|1.0|Case|29.7|29.7
15044770|Medline Industries Inc|12/18/2024|ITM-464987 - BLADE BIOPSY STAINLESS STEEL STERILE DERMABLADE|1.0|Box|126.28|126.28
15044785|Medline Industries Inc|12/18/2024|FREIGHT|0.0||0.0|28.71
15044795|Medline Industries Inc|12/18/2024|ITM-429806 - PACK KIDNEY TRANSPLANT|3.0|Case|778.53|2335.59
15044833|Medline Industries Inc|12/18/2024|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|1.0|Case|194.7|194.7
15044857|Medline Industries Inc|12/18/2024|FREIGHT|0.0||0.0|15.92
15044919|Medline Industries Inc|12/18/2024|FREIGHT|0.0||0.0|18.56
15045025|Medline Industries Inc|12/18/2024|FREIGHT|0.0||0.0|27.44
15048022|Medline Industries Inc|12/19/2024|freight|0.0||0.0|21.02
15048024|Medline Industries Inc|12/19/2024|[ Catalog: NON27412EL ] [ Item: ITM-406274 ] MASK, LOOP, PURPLE, FOAM, LVL 3|5.0|Case|48.39|241.95
15048040|Medline Industries Inc|12/19/2024|[ Catalog: BXT5257Z ] [ Item: ITM-415665 ] SALINE,.9%,5 ML,VIAL|2.0|Box|7.6|15.2
15048060|Medline Industries Inc|12/19/2024|freight|0.0||0.0|46.34
15048070|Medline Industries Inc|12/19/2024|freight|0.0||0.0|60.68
15048101|Medline Industries Inc|12/19/2024|ITM-429806 - PACK KIDNEY TRANSPLANT|2.0|Case|778.53|1557.06
15048207|Medline Industries Inc|12/19/2024|freight|0.0||0.0|3.25
15048244|Medline Industries Inc|12/19/2024|freight|0.0||0.0|8.96
15048319|Medline Industries Inc|12/18/2024|freight|0.0||0.0|25.74
15048327|Medline Industries Inc|12/19/2024|freight|0.0||0.0|26.87
15048386|Medline Industries Inc|12/19/2024|freight|0.0||0.0|36.33
15050945|Medline Industries Inc|12/20/2024|FREIGHT|0.0||0.0|16.64
15050962|Medline Industries Inc|12/20/2024|FREIGHT|0.0||0.0|33.25
15051005|Medline Industries Inc|12/20/2024|FREIGHT|0.0||0.0|22.06
15051009|Medline Industries Inc|12/20/2024|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692|8.0|Each|188.49|1507.92
15051075|Medline Industries Inc|12/20/2024|FREIGHT|0.0||0.0|19.87
15051126|Medline Industries Inc|12/20/2024|FREIGHT|0.0||0.0|19.45
15051172|Medline Industries Inc|12/20/2024|FREIGHT|0.0||0.0|20.21
15051196|Medline Industries Inc|12/20/2024|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692|6.0|Each|188.49|1130.94
15051239|Medline Industries Inc|12/20/2024|FREIGHT|0.0||0.0|0.1
15051254|Medline Industries Inc|12/20/2024|ITM-448907 - SEAL BARRIER COHESIVE SLIM 2INX1/8IN EAKIN|10.0|Box|6.02|60.2
15051262|Medline Industries Inc|12/20/2024|ITM-404632 - TRAY SUTURE REMOVAL|1.0|Case|232.09|232.09
15053458|Medline Industries Inc|12/21/2024|FREIGHT|0.0||0.0|9.94
15053490|Medline Industries Inc|12/21/2024|FREIGHT|0.0||0.0|29.74
15053563|Medline Industries Inc|12/21/2024|FREIGHT|0.0||0.0|0.13
15053570|Medline Industries Inc|12/21/2024|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692|1.0|Each|188.49|188.49
15053572|Medline Industries Inc|12/21/2024|FREIGHT|0.0||0.0|21.94
15053575|Medline Industries Inc|12/21/2024|ITM-416924 - PAD PREP ALCOHOL 2 PLY STERILE MEDIUM|1.0|Case|20.79|20.79
15053576|Medline Industries Inc|12/21/2024|ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD|1.0|Case|23.46|23.46
15053608|Medline Industries Inc|12/21/2024|FREIGHT|0.0||0.0|18.7
15053618|Medline Industries Inc|12/21/2024|[ Catalog: CRR107080H ] ELIMINATOR, ODOR, SPRAY,SIMPLY FRESH,8OZ|6.0|Each|3.99|23.94
15053626|Medline Industries Inc|12/21/2024|[ Catalog: HCSM70J ] OXIMETER, PULSE, FINGERTIP, LED, W/ CASE|2.0|Each|23.52|47.04
15053687|Medline Industries Inc|12/21/2024|ITM-443301 - FORK PLASTIC WHITE BULK STANDARD 5.75IN|1.0|Case|18.05|18.05
15053748|Medline Industries Inc|12/21/2024|ITM-412658 - WIPE SENSITIVE BABY UNSCENTED PAMPERS|90.0|Case|2.82|253.8
15053750|Medline Industries Inc|12/21/2024|ITM-411054 - DRESSING PROMOGRAN MATRIX 4.34SQIN|4.0|Box|67.58|270.32
15053778|Medline Industries Inc|12/21/2024|FREIGHT|0.0||0.0|47.18
15053787|Medline Industries Inc|12/21/2024|ITM-404632 - TRAY SUTURE REMOVAL|1.0|Case|232.09|232.09
15053789|Medline Industries Inc|12/21/2024|"[ Catalog: NON25502 ] [ Item: ITM-404193 ] BANDAGE,ADHESIVE,FABRIC,SPOT,7/8"",ST,LF"|1.0|Case|14.52|14.52
15053791|Medline Industries Inc|12/20/2024|FREIGHT|0.0||0.0|48.14
15055872|Medline Industries Inc|12/23/2024|FREIGHT|0.0||0.0|26.04
15055880|Medline Industries Inc|12/23/2024|FREIGHT|0.0||0.0|15.34
15055884|Medline Industries Inc|12/23/2024|FREIGHT|0.0||0.0|25.12
15055911|Medline Industries Inc|12/23/2024|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692|3.0|Each|188.49|565.47
15055915|Medline Industries Inc|12/23/2024|FREIGHT|0.0||0.0|31.26
15055922|Medline Industries Inc|12/23/2024|ITM-403373 - CUFF BLOOD PRESSURE 1 TUBE SCREW TYPE CONNECTOR REUSABLE ADULT SIZE 11 FLEXIPORT|1.0|Each|7.95|7.95
15059149|Medline Industries Inc|12/24/2024|ITM-402212 - SYRINGE SLIP TIP DISPOSABLE 10CC|1.0|Box|32.54|32.54
15059291|Medline Industries Inc|12/24/2024|ITM-413819 - SHAMPOO CAP NO RINSE|1.0|Case|70.3|70.3
15059383|Medline Industries Inc|12/24/2024|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|1.0|Case|79.97|79.97
15059846|Medline Industries Inc|9/27/2024|freight|1.0||45.31|45.31
15059849|Medline Angelica|10/22/2024|freight|1.0||20.19|20.19
15059854|Medline Industries Inc|10/19/2024|"Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Packs of 25/Bag"|1.0|Bag - BG|1.33|1.33
15059865|Medline Industries Inc|10/24/2024|freight|1.0||32.58|32.58
15059870|Medline Angelica|11/1/2024|FREIGHT|0.0||0.0|20.55
15059872|Medline Angelica|11/1/2024|FREIGHT|0.0||0.0|21.8
15060269|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|0.29
15060307|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|14.8
15060321|Medline Industries Inc|12/25/2024|ITM-403521 - SPECULUM VAGINAL DISPOSABLE LARGE KLEENSPEC 590|1.0|Box|26.35|26.35
15060336|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|18.85
15060339|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|0.62
15060366|Medline Industries Inc|12/25/2024|ITM-413960 - GUEDEL AIRWAY SIZE 4 100MM|1.0|Box|2.86|2.86
15060370|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|19.45
15060406|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|17.54
15060413|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|31.08
15060419|Medline Industries Inc|12/25/2024|ITM-409952 - CONTAINER SHARPS 5.4QT|2.0|Case|74.0|148.0
15060445|Medline Industries Inc|12/25/2024|ITM-409952 - CONTAINER SHARPS 5.4QT|1.0|Case|74.0|74.0
15060450|Medline Industries Inc|12/25/2024|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|1.0|Case|194.7|194.7
15060456|Medline Industries Inc|12/25/2024|ITM-404632 - TRAY SUTURE REMOVAL|3.0|Case|232.09|696.27
15060469|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|15.67
15060479|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|14.39
15060482|Medline Industries Inc|12/25/2024|FREIGHT|0.0||0.0|26.96
15060521|Medline Industries Inc|12/25/2024|ITM-400468 - INDICATOR BIOLOGICAL STEAM STERILIZATION 1 HOUR BLUE ATTEST|1.0|Box|87.22|87.22
15061676|Medline Industries Inc|12/26/2024|FREIGHT|0.0||0.0|477.67
15061678|Medline Industries Inc|12/26/2024|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|3.0|Case|1406.25|4218.75
15061680|Medline Industries Inc|12/26/2024|FREIGHT|0.0||0.0|17.87
15061681|Medline Industries Inc|12/26/2024|ITM-423426 - HOLDER NEEDLE CRILE-WOOD 6IN|6.0|Box|53.38|320.28
15061682|Medline Industries Inc|12/26/2024|ITM-435437 - INDICATOR BIOLOGICAL RAPID READOUT ATTEST|2.0|Case|1406.25|2812.5
