SEQ_NO|SUPPLIER|INVOICE_DATE|LINE_DESCRIPTION|QUANTITY|UNIT_OF_MEASURE|UNIT_COST|EXTENDED_AMOUNT 
1791537|1580 Medline Industries Inc|2023-12-21|EXTENDER TB MICROTAINER|7.0|Case|44.04|308.28
1792061|1580 Medline Industries Inc|2023-12-20|Freight|0.0||0.0|11.32
1792070|1580 Medline Industries Inc|2023-12-20|Freight|0.0||0.0|10.25
1792083|1580 Medline Industries Inc|2023-12-20|Freight|0.0||0.0|158.27
1792089|1580 Medline Industries Inc|2023-12-20|Freight|0.0||0.0|11.59
1792139|1580 Medline Industries Inc|2023-12-20|Freight|0.0||0.0|11.77
1792175|1580 Medline Industries Inc|2023-12-20|CAP SHAMPOO CONDITIONER READYBATH|13.0|Case|48.28|627.64
1793707|1580 Medline Industries Inc|2023-12-16|Freight|0.0||0.0|95.94
1793724|1580 Medline Industries Inc|2023-12-16|SOLUTION INHALATION STER H2O 2000ML|110.0|Case|33.0|3630.0
1793834|1580 Medline Industries Inc|2023-12-15|Freight|0.0||0.0|80.62
1793838|1580 Medline Industries Inc|2023-12-15|EXTENDER TB MICROTAINER|2.0|Case|44.04|88.08
1793845|1580 Medline Industries Inc|2023-12-15|Freight|0.0||0.0|40.16
1793847|1580 Medline Industries Inc|2023-12-15|Freight|0.0||0.0|12.8
1793884|1580 Medline Industries Inc|2023-12-15|Freight|0.0||0.0|40.15
1794989|1580 Medline Industries Inc|2023-12-14|Freight|0.0||0.0|23.52
1795088|1580 Medline Industries Inc|2023-12-14|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1795385|1580 Medline Industries Inc|2023-12-13|Freight|0.0||0.0|94.81
1795390|1580 Medline Industries Inc|2023-12-13|Freight|0.0||0.0|21.03
1795402|1580 Medline Industries Inc|2023-12-13|Freight|0.0||0.0|13.01
1795414|1580 Medline Industries Inc|2023-12-13|Freight|0.0||0.0|160.35
1795434|1580 Medline Industries Inc|2023-12-13|EXTENDER TB MICROTAINER|10.0|Case|44.04|440.4
1795456|1580 Medline Industries Inc|2023-12-13|Freight|0.0||0.0|14.54
1796555|1580 Medline Industries Inc|2023-12-09|STETHOSCOPE SGL HEAD DISP LF YELLOW|30.0|Case|33.87|1016.1
1796564|1580 Medline Industries Inc|2023-12-09|Freight|0.0||0.0|11.53
1796593|1580 Medline Industries Inc|2023-12-08|Freight|0.0||0.0|53.5
1796596|1580 Medline Industries Inc|2023-12-08|Freight|0.0||0.0|2.09
1796597|1580 Medline Industries Inc|2023-12-08|APPLICATOR SKIN CHLORAPREP CLR 10.5ML|2.0|Case|347.0|694.0
1796628|1580 Medline Industries Inc|2023-12-08|Freight|0.0||0.0|12.44
1797276|1580 Medline Industries Inc|2023-12-07|Freight|0.0||0.0|21.84
1797372|1580 Medline Industries Inc|2023-12-07|Freight|0.0||0.0|9.71
1797936|1580 Medline Industries Inc|2023-12-05|Freight|0.0||0.0|39.43
1797938|1580 Medline Industries Inc|2023-12-05|Freight|0.0||0.0|10.21
1798499|1580 Medline Industries Inc|2023-12-02|Freight|0.0||0.0|26.56
1798501|1580 Medline Industries Inc|2023-12-02|Freight|0.0||0.0|10.66
1798503|1580 Medline Industries Inc|2023-12-02|Freight|0.0||0.0|28.8
1798505|1580 Medline Industries Inc|2023-12-02|Freight|0.0||0.0|36.0
1798509|1580 Medline Industries Inc|2023-12-02|Freight|0.0||0.0|43.2
1799057|1580 Medline Industries Inc|2023-12-01|SCISSOR, ENDO SHEARS 5MM|2.0||351.84|703.68
1799192|1580 Medline Industries Inc|2023-11-30|Freight|0.0||0.0|11.15
1799195|1580 Medline Industries Inc|2023-11-30|Freight|0.0||0.0|6.29
1799207|1580 Medline Industries Inc|2023-11-30|Freight|0.0||0.0|13.12
1799961|1580 Medline Industries Inc|2023-11-29|APPLICATOR CTN TIP WOOD STER 6IN|5.0|Case|25.78|128.9
1800403|1580 Medline Industries Inc|2023-11-27|Freight|0.0||0.0|44.0
1800684|1580 Medline Industries Inc|2023-11-25|Freight|0.0||0.0|10.42
1800709|1580 Medline Industries Inc|2023-11-24|DRESSING WND MATRIX PROMOGRAN 4.34X4.34|1.0|Case|288.0|288.0
1800785|1580 Medline Industries Inc|2023-11-23|Freight|0.0||0.0|9.77
1800791|1580 Medline Industries Inc|2023-11-23|STETHOSCOPE SGL HEAD DISP LF YELLOW|20.0|Case|33.87|677.4
1800793|1580 Medline Industries Inc|2023-11-23|BANDAGE GZ 6 PLY BULKEE II 4.5INX4.1YD|10.0|Case|59.74|597.4
1800820|1580 Medline Industries Inc|2023-11-22|Freight|0.0||0.0|17.32
1801061|1580 Medline Industries Inc|2023-11-21|Freight|0.0||0.0|21.22
1801068|1580 Medline Industries Inc|2023-11-21|Freight|0.0||0.0|70.93
1801559|1580 Medline Industries Inc|2023-11-18|EXTENDER TB MICROTAINER|8.0|Case|44.04|352.32
1802110|1580 Medline Industries Inc|2023-11-15|Freight|0.0||0.0|0.17
1802127|1580 Medline Industries Inc|2023-11-15|Freight|0.0||0.0|12.52
1802309|1580 Medline Industries Inc|2023-11-14|Freight|0.0||0.0|10.22
1802445|1580 Medline Industries Inc|2023-11-13|Freight|0.0||0.0|44.0
1802557|1580 Medline Industries Inc|2023-11-10|Freight|0.0||0.0|11.38
1802560|1580 Medline Industries Inc|2023-11-10|Freight|0.0||0.0|22.03
1802561|1580 Medline Industries Inc|2023-11-10|STRIP DISINF TEST REVITAL-OX RESERT|1.0|Box|77.15|77.15
1802563|1580 Medline Industries Inc|2023-11-10|Freight|0.0||0.0|21.36
1802589|1580 Medline Industries Inc|2023-11-10|CAP SHAMPOO CONDITIONER READYBATH|18.0|Case|48.28|869.04
1802831|1580 Medline Industries Inc|2023-11-08|Freight|0.0||0.0|44.35
1802841|1580 Medline Industries Inc|2023-11-08|Freight|0.0||0.0|10.4
1802894|1580 Medline Industries Inc|2023-11-08|INDICATOR BIOLOGICAL SUPER RAPID READOUT BROWN|9.0|Box|108.88|979.92
1802950|1580 Medline Industries Inc|2023-11-07|Freight|0.0||0.0|11.57
1802952|1580 Medline Industries Inc|2023-11-07|Freight|0.0||0.0|25.19
1802954|1580 Medline Industries Inc|2023-11-07|Freight|0.0||0.0|21.03
1802956|1580 Medline Industries Inc|2023-11-07|Freight|0.0||0.0|14.54
1803102|1580 Medline Industries Inc|2023-11-06|TAPE SURG LF TRANSPORE WHT 1INX1.5YD|13.0|Case|135.2|1757.6
1803303|1580 Medline Industries Inc|2023-11-02|Freight|0.0||0.0|10.31
1803305|1580 Medline Industries Inc|2023-11-02|Freight|0.0||0.0|9.56
1803307|1580 Medline Industries Inc|2023-11-02|Freight|0.0||0.0|13.74
1803610|1580 Medline Industries Inc|2023-10-31|Freight|0.0||0.0|245.66
1804056|1580 Medline Industries Inc|2023-10-28|Freight|0.0||0.0|25.69
1804058|1580 Medline Industries Inc|2023-10-28|Freight|0.0||0.0|32.94
1804060|1580 Medline Industries Inc|2023-10-28|Freight|0.0||0.0|237.37
1804260|1580 Medline Industries Inc|2023-10-26|Freight|0.0||0.0|44.2
1804497|1580 Medline Industries Inc|2023-10-24|Freight|0.0||0.0|22.27
1804499|1580 Medline Industries Inc|2023-10-24|Freight|0.0||0.0|10.99
1804622|1580 Medline Industries Inc|2023-10-21|Freight|0.0||0.0|11.57
1804634|1580 Medline Industries Inc|2023-10-21|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|4.0|Box|14.75|59.0
1804681|1580 Medline Industries Inc|2023-10-20|THERMOMETER, TEMPORAL ARTERY SCANNER|1.0||22.44|22.44
1804758|1580 Medline Industries Inc|2023-10-19|Freight|0.0||0.0|44.0
1804840|1580 Medline Industries Inc|2023-10-18|Freight|0.0||0.0|12.95
1805039|1580 Medline Industries Inc|2023-10-16|PACK, ARTHROSCOPY KNEE CUSTOM|1.0||206.5|206.5
1805050|1580 Medline Industries Inc|2023-10-15|SUTURE, 2-0 SILK FS 18IN|2.0||19.48|38.96
1805054|1580 Medline Industries Inc|2023-10-14|Freight|0.0||0.0|10.9
1805056|1580 Medline Industries Inc|2023-10-14|Freight|0.0||0.0|29.77
1805060|1580 Medline Industries Inc|2023-10-14|Freight|0.0||0.0|12.24
1805072|1580 Medline Industries Inc|2023-10-14|PACK, ARTHROSCOPY KNEE CUSTOM|1.0||206.5|206.5
1805090|1580 Medline Industries Inc|2023-10-13|Freight|0.0||0.0|48.18
1805093|1580 Medline Industries Inc|2023-10-13|Freight|0.0||0.0|26.78
1805213|1580 Medline Industries Inc|2023-10-12|Freight|0.0||0.0|129.62
1805217|1580 Medline Industries Inc|2023-10-12|Freight|0.0||0.0|31.79
1805227|1580 Medline Industries Inc|2023-10-12|TAPE MEASURING FLEX PAPER LF INF 72IN|1.0|Case|83.81|83.81
1805231|1580 Medline Industries Inc|2023-10-12|Freight|0.0||0.0|12.24
1805318|1580 Medline Industries Inc|2023-10-11|Freight|0.0||0.0|26.44
1805340|1580 Medline Industries Inc|2023-10-11|Freight|0.0||0.0|9.83
1805493|1580 Medline Industries Inc|2023-10-07|Freight|0.0||0.0|12.62
1805573|1580 Medline Industries Inc|2023-10-05|Freight|0.0||0.0|26.72
1805658|1580 Medline Industries Inc|2023-10-04|Freight|0.0||0.0|330.56
1805961|1580 Medline Industries Inc|2023-09-30|GLOVE SURGICAL BEADED SYNTHETIC POLYISOPRENE POWDER FREE PROTEXIS CREAM 8.5|1.0|Box|55.99|55.99
1805962|1580 Medline Industries Inc|2023-09-30|GLOVE SURGICAL BEADED SYNTHETIC POLYISOPRENE POWDER FREE PROTEXIS CREAM 8.5|1.0|Box|69.95|69.95
1806730|1580 Medline Industries Inc|2023-09-18|Freight|0.0||0.0|329.4
1806831|1580 Medline Industries Inc|2023-09-15|Freight|0.0||0.0|118.0
1807064|1580 Medline Industries Inc|2023-09-15|SUTURE, 2-0 SILK FS 18IN|2.0||20.56|41.12
1807085|1580 Medline Industries Inc|2023-09-15|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||88.57|88.57
1807333|1580 Medline Industries Inc|2023-09-12|Freight|0.0||0.0|6.64
1808031|1580 Medline Industries Inc|2023-08-25|Freight|0.0||0.0|24.05
1809343|1580 Medline Industries Inc|2023-07-10|CUFF BLOOD PRESSURE 2 TUBE WITH MALE SCREW CONNECTOR LONG NYLON REUSABLE FLEXIPORT LARGE 12L 32-43CM ADULT LARGE|2.0|Each|9.14|18.28
1809384|1580 Medline Industries Inc|2023-07-06|Freight|0.0||0.0|11.74
1809825|1580 Medline Industries Inc|2023-06-13|MBO-SYRINGE,10ML,LUER-LOK TIP,DISPOSABLE|1.0|Box|21.0|21.0
1809828|1580 Medline Industries Inc|2023-06-13|"GAUZE,SPONGE,2""X2"",8PLY,STERILE,LF,2'S"|2.0|Box|1.46|2.92
1809832|1580 Medline Industries Inc|2023-06-13|APPLICATOR,CHLORAPREP,10.5ML|1.0|Box|78.5|78.5
1810729|1580 Medline Industries Inc|2023-04-21|ALCOHOL PREP, MEDIUM STRL 2 PLY|10.0||0.01|0.09
1811571|1580 Medline Industries Inc|2023-02-16|BLADE, SHAVE BIOPSY FLEX (DERMABLADE) - STERILE|1.0||60.18|60.18
1811572|1580 Medline Industries Inc|2023-02-16|ALCOHOL PREP, MEDIUM STRL 2 PLY|1.0||1.23|1.23
1811901|1580 Medline Industries Inc|2023-01-27|SPECULUM, LIGHTED VAGINAL DISPOSABLE LARGE|100.0||3.13|313.0
1811914|1580 Medline Industries Inc|2023-01-26|BATTERY, AAA ALKALINE 1.5V|1.0||2.71|2.71
1811927|1580 Medline Industries Inc|2023-01-26|ALCOHOL PREP, MEDIUM STRL 2 PLY|10.0||1.12|11.16
1811932|1580 Medline Industries Inc|2023-01-26|SPECULUM, LIGHTED VAGINAL DISPOSABLE SMALL|10.0||2.95|29.52
1811943|1580 Medline Industries Inc|2023-01-26|UNDERPAD, LIGHT ABSORBENCY 17IN X 24IN|20.0||0.56|11.18
1811955|1580 Medline Industries Inc|2023-01-26|NEEDLE, EDGE SAFETY 25G X 5/8 IN|4.0||13.93|55.71
1811958|1580 Medline Industries Inc|2023-01-26|SPLINT, FINGER BASEBALL MEDIUM|2.0||22.2|44.41
1811959|1580 Medline Industries Inc|2023-01-26|TONGUE DEPRESSOR, ADULT STRL|2.0||2.86|5.73
1811969|1580 Medline Industries Inc|2023-01-25|SPECULUM, LIGHTED VAGINAL DISPOSABLE SMALL|50.0||3.14|156.95
1812012|1580 Medline Industries Inc|2023-01-19|FREIGHT|1.0||17.86|17.86
1812215|1580 Medline Industries Inc|2022-12-16|TAPE, AUTOCLAVE STEAM 1IN|2.0|Case|75.21|150.42
1812338|1580 Medline Industries Inc|2022-11-30|PACK, ARTHRO SHOULDER CUSTOM|2.0||260.99|521.98
1812375|1580 Medline Industries Inc|2022-11-18|SPECULUM, GRAVES VAGINAL LARGE DISPOSABLE|17.0||30.44|517.45
1812385|1580 Medline Industries Inc|2022-11-15|PREP, SKIN APPLICATOR CHLORAPREP CLEAR 10.5ML STERILE|1.0|Case|31.0|31.0
1812670|1580 Medline Industries Inc|2022-10-03|UNDERPAD, LIGHT ABSORBENCY 17IN X 24IN|10.0||0.56|5.6
1812768|1580 Medline Industries Inc|2022-08-31|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1812781|1580 Medline Industries Inc|2022-08-26|SPECULUM, GRAVES VAGINAL SMALL DISPOSABLE|1.0||122.46|122.46
1812788|1580 Medline Industries Inc|2022-08-25|ALCOHOL PREP, MEDIUM STRL 2 PLY|1.0||1.03|1.03
1812904|1580 Medline Industries Inc|2022-07-22|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||87.69|87.69
1813293|1580 Medline Industries Inc|2022-04-06|ALCOHOL PREP, LARGE STRL 2 PLY|2.0||1.3|2.6
1813296|1580 Medline Industries Inc|2022-04-06|DRESSING, AQUACEL HYDROFIBER 3/4X18IN|5.0||20.32|101.59
1813331|1580 Medline Industries Inc|2022-03-25|SPECULUM, LIGHTED VAGINAL DISPOSABLE SMALL|8.0|Box|53.1|424.8
1813332|1580 Medline Industries Inc|2022-03-25|PACK, TRAUMA|4.0||166.11|664.44
1813350|1580 Medline Industries Inc|2022-03-22|SPECULUM, LIGHTED VAGINAL DISPOSABLE SMALL|72.0||3.13|225.15
1813456|1580 Medline Industries Inc|2022-02-25|SPECULUM, LIGHTED VAGINAL DISPOSABLE SMALL|10.0||2.96|29.56
1813457|1580 Medline Industries Inc|2022-02-25|SPECULUM, LIGHTED VAGINAL DISPOSABLE LARGE|25.0||2.96|73.9
1813460|1580 Medline Industries Inc|2022-02-25|TONGUE DEPRESSOR, ADULT STRL|2.0||2.48|4.97
1813469|1580 Medline Industries Inc|2022-02-24|SPECULUM, LIGHTED VAGINAL DISPOSABLE SMALL|50.0||2.95|147.5
1813470|1580 Medline Industries Inc|2022-02-24|SPECULUM, LIGHTED VAGINAL DISPOSABLE LARGE|50.0||2.95|147.5
1813550|1580 Medline Industries Inc|2022-02-03|FREIGHT|1.0||265.06|265.06
1813557|1580 Medline Industries Inc|2022-02-02|FREIGHT|1.0||113.32|113.32
1813659|1580 Medline Industries Inc|2021-12-15|FREIGHT|1.0||454.54|454.54
1813700|1580 Medline Industries Inc|2021-11-13|FREIGHT|1.0||24.26|24.26
1813719|1580 Medline Industries Inc|2021-10-28|CONTAINER, SHARPS - 12 GALLON|8.0||9.8|78.4
1813725|1580 Medline Industries Inc|2021-10-22|FREIGHT|1.0||208.65|208.65
1813763|1580 Medline Industries Inc|2021-10-06|KIT, ADULT ANESTHESIA CIRCUIT|30.0|Case|18.85|565.5
1813792|1580 Medline Industries Inc|2021-09-22|FREIGHT|1.0||104.5|104.5
1813825|1580 Medline Industries Inc|2021-08-13|FREIGHT|1.0||237.29|237.29
1813864|1580 Medline Industries Inc|2021-07-01|COVER, PROBE SURE TEMP THERMOMETER|75.0||4.06|304.5
1813915|1580 Medline Industries Inc|2021-05-28|TAPE, AUTOCLAVE STEAM 1IN|5.0||67.6|338.0
1813956|1580 Medline Industries Inc|2021-05-12|UNDERPAD, LIGHT ABSORBENCY 17IN X 24IN|9.0||16.76|150.84
1813962|1580 Medline Industries Inc|2021-05-06|GEL, ULTRASOUND 20G STERILE|39.0||60.0|2340.0
1813966|1580 Medline Industries Inc|2021-05-06|ALCOHOL PREP, LARGE STRL 2 PLY|7.0||12.26|85.82
1813969|1580 Medline Industries Inc|2021-05-06|UNDERPAD, LIGHT ABSORBENCY 17IN X 24IN|19.0||16.76|318.44
1813970|1580 Medline Industries Inc|2021-05-06|TOWELETTE, CASTILE SOAP|5.0||24.11|120.55
1813977|1580 Medline Industries Inc|2021-05-05|UNDERPAD, LIGHT ABSORBENCY 17IN X 24IN|150.0||0.56|84.0
1813991|1580 Medline Industries Inc|2021-04-25|LOOP, VESSEL BLUE MAXI|1.0||12.0|12.0
1813999|1580 Medline Industries Inc|2021-04-24|ALCOHOL PREP, LARGE STRL 2 PLY|8.0||12.27|98.16
1814001|1580 Medline Industries Inc|2021-04-24|UNDERPAD, LIGHT ABSORBENCY 17IN X 24IN|10.0||16.77|167.74
1814002|1580 Medline Industries Inc|2021-04-24|TOWELETTE, CASTILE SOAP|2.0||24.13|48.26
1814015|1580 Medline Industries Inc|2021-04-12|FREIGHT|1.0||222.68|222.68
1814106|1580 Medline Industries Inc|2021-02-18|PACK, TOTAL HIP|1.0||59.33|59.33
1814114|1580 Medline Industries Inc|2021-02-13|SPECULUM, GRAVES VAGINAL LARGE DISPOSABLE|2.0||17.03|34.06
1814134|1580 Medline Industries Inc|2021-01-14|CATH, IV SAF-T-INTIMA 24G X 3/4 INCH|1.0||5.25|5.25
1814186|1580 Medline Industries Inc|2020-12-03|TAPE, AUTOCLAVE STEAM 1IN|6.0||67.6|405.6
1814295|1580 Medline Industries Inc|2020-06-08|FREIGHT|1.0||10.1|10.1
1814344|1580 Medline Industries Inc|2020-02-03|LOOP, VESSEL BLUE MAXI|2.0||21.72|43.44
8000214|1580 MEDLINE INDUSTRIES INC|2025-07-31|GLOVE,MEDICAL,SENSICARE PI SHIELD,LF,PF|1.0|Box|165.8|165.8
8000216|1580 MEDLINE INDUSTRIES INC|2025-07-31|"Forceps: Sponge Forceps, 9.5"", DisposableMedline Sponge Forceps"|2.0|Each|5.76|11.52
8000319|1580 MEDLINE INDUSTRIES INC|2025-07-31|SHIRT,SCRUB DISP MED|1.0|Case|25.65|25.65
8000328|1580 MEDLINE INDUSTRIES INC|2025-07-31|BANDAGE ADHESIVE FABRIC LATEX FREE CURAD BLUE 1X3IN|1.0|Case|33.22|33.22
8000870|1580 MEDLINE INDUSTRIES INC|2025-07-30|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|4.0|Box|7.9|31.6
8000885|1580 MEDLINE INDUSTRIES INC|2025-07-30|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 6.|10.0|Pair|1.48|14.8
8000893|1580 MEDLINE INDUSTRIES INC|2025-07-30|GEL,ULTRASOUND,BOTTLE,8.5-OZ,CLEAR|5.0|Case|14.15|70.75
8000900|1580 MEDLINE INDUSTRIES INC|2025-07-30|PANT,SCRUB,DISP,ELASTIC-WAIST,BLUE,MED|2.0|Case|32.05|64.1
8000902|1580 MEDLINE INDUSTRIES INC|2025-07-30|"NEEDLE,25GX0.75"",W /12"" TUBING and ADA"|3.0|Case|281.64|844.92
8000903|1580 MEDLINE INDUSTRIES INC|2025-07-30|"BANDAGE,GAUZE,CONFORMING,4""X75"",STRL,LF"|5.0|Box|2.51|12.55
8000904|1580 MEDLINE INDUSTRIES INC|2025-07-30|ELECTRODE,RL,STRESS,FOAM,50PK|4.0|Carton|93.24|372.96
8000906|1580 MEDLINE INDUSTRIES INC|2025-07-30|UNDERPAD,ULTRASORB,ADVANCED,30X36,300LB|10.0|Case|34.5|345.0
8000917|1580 MEDLINE INDUSTRIES INC|2025-07-30|PROBE TEMPERATURE KIT ORAL CORD WELL SURETEMP PLUS 4FT|5.0|Each|40.96|204.8
8001109|1580 MEDLINE INDUSTRIES INC|2025-07-30|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|1.0|Case|1289.38|1289.38
8001143|1580 MEDLINE INDUSTRIES INC|2025-07-30|CUFF BLOOD PRESSURE THIGH 1 TUBE MALE SCREW TYPE CONNECTOR LATEX FREE REUSABLE F|2.0|Each|12.01|24.02
8001147|1580 MEDLINE INDUSTRIES INC|2025-07-30|CUFF BLOOD PRESSURE 1 TUBE MALE SCREW TYPE CONNECTOR LATEX FREE REUSABLE FLEXIPO|2.0|Each|6.78|13.56
8001861|1580 MEDLINE INDUSTRIES INC|2025-07-29|GLOVE,MEDICAL,SENSICARE PI SHIELD,LF,PF|1.0|Case|663.19|663.19
8001911|1580 MEDLINE INDUSTRIES INC|2025-07-29|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 7.|10.0|Pair|1.48|14.8
8003055|1580 MEDLINE INDUSTRIES INC|2025-07-26|DARCO POST OP SHOE MEDIUM|3.0|Each|19.34|58.02
8003057|1580 MEDLINE INDUSTRIES INC|2025-07-26|PACK MINOR|2.0|Case|178.28|356.56
8003060|1580 MEDLINE INDUSTRIES INC|2025-07-26|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|6.0|Box|7.9|47.4
8003064|1580 MEDLINE INDUSTRIES INC|2025-07-26|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|6.0|Bag|1.85|11.1
8003100|1580 MEDLINE INDUSTRIES INC|2025-07-26|CUFF SMALL ADULT|6.0|Bag|9.66|57.96
8003112|1580 MEDLINE INDUSTRIES INC|2025-07-26|DRESSING OPTIFOAM 4X4|1.0|Box|25.0|25.0
8003199|1580 MEDLINE INDUSTRIES INC|2025-07-26|BANDAGE,COHESIVE,TAN,3X5YD,LF,NS|1.0|Case|23.78|23.78
8003206|1580 MEDLINE INDUSTRIES INC|2025-07-26|BAG UNRINARY DRAINAGE|1.0|Case|35.74|35.74
8003209|1580 MEDLINE INDUSTRIES INC|2025-07-26|BANDAGE,COHESIVE,TAN,3X5YD,LF,NS|1.0|Case|23.78|23.78
8003253|1580 MEDLINE INDUSTRIES INC|2025-07-26|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
8003256|1580 MEDLINE INDUSTRIES INC|2025-07-26|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
8003262|1580 MEDLINE INDUSTRIES INC|2025-07-26|SUTURE, 5-0 18IN MONOCRYL ANTIBACTERIAL UNDYED PS-2|1.0||83.19|83.19
8003263|1580 MEDLINE INDUSTRIES INC|2025-07-26|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
8003271|1580 MEDLINE INDUSTRIES INC|2025-07-26|SUTURE, 2-0 SILK FS 18IN|2.0||22.89|45.78
8003287|1580 MEDLINE INDUSTRIES INC|2025-07-26|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||91.83|91.83
8003304|1580 MEDLINE INDUSTRIES INC|2025-07-25|Freight|0.0||0.0|11.69
8004420|1580 MEDLINE INDUSTRIES INC|2025-07-25|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|2.0|Box|7.9|15.8
8004421|1580 MEDLINE INDUSTRIES INC|2025-07-25|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|6.0|Box|7.9|47.4
8004460|1580 MEDLINE INDUSTRIES INC|2025-07-25|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|8.0|Bag|1.85|14.8
8004477|1580 MEDLINE INDUSTRIES INC|2025-07-25|C&S TRANSFER STRAW KIT|3.0|Box|30.25|90.75
8004538|1580 MEDLINE INDUSTRIES INC|2025-07-25|Skin Prep Applicators: BD ChloraPrep Hi-Lite Orange 10.5 mL Skin Prep Applicator|20.0|Each|3.49|69.8
8004688|1580 MEDLINE INDUSTRIES INC|2025-07-25|SUTURE, 2-0 SILK FS 18IN|2.0||22.89|45.78
8004718|1580 MEDLINE INDUSTRIES INC|2025-07-24|DIAPER INC SOFT PAMPERS SWADDLERS 4|5.0|Case|1.79|8.95
8004721|1580 MEDLINE INDUSTRIES INC|2025-07-24|STETHOSCOPE SGL HEAD DISP LF YELLOW|65.0|Box|33.87|2201.55
8005545|1580 MEDLINE INDUSTRIES INC|2025-07-24|SHIRT,SCRUB DISP XL|1.0|Case|27.37|27.37
8005549|1580 MEDLINE INDUSTRIES INC|2025-07-24|SHIRT,SCRUB DISP LG|1.0|Case|25.83|25.83
8005564|1580 MEDLINE INDUSTRIES INC|2025-07-24|SHIRT,SCRUB DISP MED|1.0|Case|25.65|25.65
8005603|1580 MEDLINE INDUSTRIES INC|2025-07-24|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|4.0|Each|7.59|30.36
8005604|1580 MEDLINE INDUSTRIES INC|2025-07-24|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|4.0|Each|7.44|29.76
8005616|1580 MEDLINE INDUSTRIES INC|2025-07-24|ANTISEPTIC AVAGARD HAND 500 ML|1.0|Case|229.28|229.28
8005712|1580 MEDLINE INDUSTRIES INC|2025-07-24|SPLINT WRIST & THUMB LG RT|2.0|Each|8.23|16.46
8005885|1580 MEDLINE INDUSTRIES INC|2025-07-23|DRESSING GZ PETRO CURAD XEROFORM 4INX3YD|26.0|Each|4.28|111.28
8006608|1580 MEDLINE INDUSTRIES INC|2025-07-23|CUFF BLOOD PRESSURE 1 TUBE WITH MALE SCREW TYPE CONNECTOR NYLON REUSABLE FLEXIPO|4.0|Each|7.44|29.76
8006650|1580 MEDLINE INDUSTRIES INC|2025-07-23|SILICONE CREAM,REMEDY CLINICAL,2 OZ|1.0|Case|45.85|45.85
8006658|1580 MEDLINE INDUSTRIES INC|2025-07-23|PROBE TEMPERATURE KIT ORAL CORD WELL SURETEMP PLUS 4FT|3.0|Each|40.96|122.88
8006733|1580 MEDLINE INDUSTRIES INC|2025-07-23|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|4.0|Box|7.9|31.6
8006853|1580 MEDLINE INDUSTRIES INC|2025-07-23|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|3.0|Bag|1.85|5.55
8007058|1580 MEDLINE INDUSTRIES INC|2025-07-23|RELOAD, ENDO GIA MED THICK PURPLE 45MM|1.0||930.0|930.0
8007064|1580 MEDLINE INDUSTRIES INC|2025-07-23|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||91.83|91.83
8007138|1580 MEDLINE INDUSTRIES INC|2025-07-23|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||91.83|91.83
8007905|1580 MEDLINE INDUSTRIES INC|2025-07-22|3 WAY STOPCOCK|3.0|Each|250.69|752.07
8007993|1580 MEDLINE INDUSTRIES INC|2025-07-22|GLOVE,MEDICAL,SENSICARE PI SHIELD,LF,PF|3.0|Box|165.8|497.4
8009460|1580 MEDLINE INDUSTRIES INC|2025-07-19|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|6.0|Box|7.9|47.4
8009482|1580 MEDLINE INDUSTRIES INC|2025-07-19|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|10.0|Bag|1.85|18.5
