SEQ_NO|SUPPLIER|INVOICE_DATE|LINE_DESCRIPTION|QUANTITY|UNIT_OF_MEASURE|UNIT_COST|EXTENDED_AMOUNT 
1473716|1580 Medline Industries Inc|2024-09-06|Freight|0.0||0.0|37.77
1473777|1580 Medline Industries Inc|2024-09-06|TAPE SURG LF TRANSPORE WHT 1INX1.5YD|15.0|Case|121.05|1815.75
1475810|1580 Medline Industries Inc|2024-09-06|6ml luer lock syringe|2.0|Box|6.04|12.08
1475816|1580 Medline Industries Inc|2024-09-06|ANEROID,HND,PLATINM SERIES,ADLT CUFF|2.0|Each|81.24|162.48
1475832|1580 Medline Industries Inc|2024-09-06|Masks: ASTM Level 1 Procedure Face Mask with Ear Loops, BlueMedline ASTM Level 1|10.0|Box|3.26|32.6
1475857|1580 Medline Industries Inc|2024-09-06|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 7.|15.0|Pair|1.48|22.2
1475858|1580 Medline Industries Inc|2024-09-06|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 7.|15.0|Pair|1.48|22.2
1475882|1580 Medline Industries Inc|2024-09-06|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|2.0|Case|1367.9|2735.8
1476435|1580 Medline Industries Inc|2024-09-06|DRESSING, MEPILEX BORDER AG POST OP ANTIMICROBIAL 4INX14IN|2.0||171.3|342.6
1476466|1580 Medline Industries Inc|2024-09-06|SUTURE, 2-0 SILK FS 18IN|2.0||20.03|40.06
1476627|1580 Medline Industries Inc|2024-09-05|HOLDER NEEDLE CRILE-WOOD STERILE 6IN|1.0|Case|106.65|106.65
1476663|1580 Medline Industries Inc|2024-09-05|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1476666|1580 Medline Industries Inc|2024-09-05|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1477295|1580 Medline Industries Inc|2024-09-05|CUFF BLOOD PRESSURE 1 TUBE MALE SCREW TYPE CONNECTOR LATEX FREE REUSABLE FLEXIPO|1.0|Each|7.59|7.59
1477304|1580 Medline Industries Inc|2024-09-05|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|5.0|Each|8.32|41.6
1477305|1580 Medline Industries Inc|2024-09-05|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|5.0|Each|8.5|42.5
1477311|1580 Medline Industries Inc|2024-09-05|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Child,|5.0|Each|7.59|37.95
1477323|1580 Medline Industries Inc|2024-09-05|Vaginal Speculums: KleenSpec 590 Series Vaginal Speculum, Disposable, Size MCent|1.0|Case|134.6|134.6
1477325|1580 Medline Industries Inc|2024-09-05|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|4.0|Bag|1.86|7.44
1477348|1580 Medline Industries Inc|2024-09-05|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|1.0|Box|29.33|29.33
1477351|1580 Medline Industries Inc|2024-09-05|Sphygmomanometers: PVC Handheld Aneroid Sphygmomanometer, AdultMedline Handheld|2.0|Each|16.27|32.54
1477358|1580 Medline Industries Inc|2024-09-05|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|5.0|Box|14.75|73.75
1477362|1580 Medline Industries Inc|2024-09-05|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 7.|1.0|Box|74.0|74.0
1477395|1580 Medline Industries Inc|2024-09-05|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|3.0|Each|8.7|26.1
1477396|1580 Medline Industries Inc|2024-09-05|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|3.0|Each|8.5|25.5
1477399|1580 Medline Industries Inc|2024-09-05|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|10.0|Bag|1.86|18.6
1477422|1580 Medline Industries Inc|2024-09-05|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|3.0|Box|14.75|44.25
1477833|1580 Medline Industries Inc|2024-09-05|SUTURE, 5-0 18IN MONOCRYL ANTIBACTERIAL UNDYED PS-2|1.0||83.8|83.8
1477844|1580 Medline Industries Inc|2024-09-05|SCISSOR, ENDO SHEARS 5MM|2.0||351.84|703.68
1477864|1580 Medline Industries Inc|2024-09-05|RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM|1.0||1182.0|1182.0
1477876|1580 Medline Industries Inc|2024-09-05|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1478019|1580 Medline Industries Inc|2024-09-04|Freight|0.0||0.0|11.32
1478634|1580 Medline Industries Inc|2024-09-04|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|10.0|Bag|1.86|18.6
1479487|1580 Medline Industries Inc|2024-09-03|Freight|0.0||0.0|289.38
1480626|1580 Medline Industries Inc|2024-09-02|DIAPER INC SOFT PAMPERS SWADDLERS 4|5.0|Case|1.88|9.4
1480734|1580 Medline Industries Inc|2024-09-02|HOLDER NEEDLE CRILE-WOOD STERILE 6IN|1.0|Case|106.65|106.65
1480738|1580 Medline Industries Inc|2024-09-02|"Dressings: DuoDERM Extra Thin Sterile Hydrocolloid Dressing, 4"" x 4"" SquareDuoDE"|2.0|Box|11.85|23.7
1480744|1580 Medline Industries Inc|2024-09-02|HOLDER NEEDLE CRILE-WOOD STERILE 6IN|1.0|Case|106.65|106.65
1480760|1580 Medline Industries Inc|2024-09-02|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|1.0|Box|29.33|29.33
1480778|1580 Medline Industries Inc|2024-09-02|CUFF BLOOD PRESSURE 1 TUBE MALE SCREW TYPE CONNECTOR LATEX FREE REUSABLE FLEXIPO|10.0|Each|7.59|75.9
1480798|1580 Medline Industries Inc|2024-09-02|SUTURE, 2-0 SILK FS 18IN|2.0||20.03|40.06
1480809|1580 Medline Industries Inc|2024-09-02|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1480812|1580 Medline Industries Inc|2024-09-02|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1480848|1580 Medline Industries Inc|2024-09-02|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||92.52|92.52
1480877|1580 Medline Industries Inc|2024-09-02|SUTURE, 3-0 SILK RB-1 30IN BRAIDED BLACK|2.0||60.93|121.86
1483965|1580 Medline Industries Inc|2024-08-31|Freight|0.0||0.0|10.28
1484707|1580 Medline Industries Inc|2024-08-31|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|4.0|Box|14.75|59.0
1484716|1580 Medline Industries Inc|2024-08-31|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|30.0|Bag|1.86|55.8
1484727|1580 Medline Industries Inc|2024-08-31|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|3.0|Box|29.33|87.99
1484864|1580 Medline Industries Inc|2024-08-31|SUTURE, 1 VICRYL COATED TP-1 VIOLET 4-27IN|1.0||183.43|183.43
1484964|1580 Medline Industries Inc|2024-08-30|BANDAGE GZ 6 PLY BULKEE II 4.5INX4.1YD|40.0|Case|59.74|2389.6
1484989|1580 Medline Industries Inc|2024-08-30|Freight|0.0||0.0|11.81
1485055|1580 Medline Industries Inc|2024-08-30|SOLUTION INHALATION STER H2O 2000ML|150.0|Case|33.0|4950.0
1485749|1580 Medline Industries Inc|2024-08-30|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|5.0|Bag|1.86|9.3
1486238|1580 Medline Industries Inc|2024-08-30|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1486397|1580 Medline Industries Inc|2024-08-29|CAP SHAMPOO CONDITIONER READYBATH|15.0|Case|48.28|724.2
1486406|1580 Medline Industries Inc|2024-08-29|Freight|0.0||0.0|6.61
1486509|1580 Medline Industries Inc|2024-08-29|APPLICATOR SKIN CHLORAPREP CLR 10.5ML|2.0|Case|347.0|694.0
1487317|1580 Medline Industries Inc|2024-08-29|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|3.0|Box|14.75|44.25
1487329|1580 Medline Industries Inc|2024-08-29|SYRINGE,1ML,LUER-LOK,DISPOSABLE|1.0|Box|32.0|32.0
1487330|1580 Medline Industries Inc|2024-08-29|SYRINGE,1ML,LUER-LOK,DISPOSABLE|1.0|Box|32.0|32.0
1487347|1580 Medline Industries Inc|2024-08-29|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 7.|30.0|Pair|1.48|44.4
1487991|1580 Medline Industries Inc|2024-08-28|Freight|0.0||0.0|95.29
1487993|1580 Medline Industries Inc|2024-08-28|Freight|0.0||0.0|12.81
1488653|1580 Medline Industries Inc|2024-08-28|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|1.0|Case|1367.9|1367.9
1488789|1580 Medline Industries Inc|2024-08-28|MASK, LOOP, PURPLE, FOAM, LVL 3|10.0|Box|8.68|86.8
1489213|1580 Medline Industries Inc|2024-08-28|SUTURE, 2-0 SILK FS 18IN|3.0||20.03|60.09
1489222|1580 Medline Industries Inc|2024-08-28|SUTURE, 2-0 SILK FS 18IN|1.0||20.03|20.03
1489235|1580 Medline Industries Inc|2024-08-28|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1489924|1580 Medline Industries Inc|2024-08-27|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 7.|30.0|Pair|1.48|44.4
1489934|1580 Medline Industries Inc|2024-08-27|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|4.0|Box|14.75|59.0
1489935|1580 Medline Industries Inc|2024-08-27|Masks: ASTM Level 1 Procedure Face Mask with Ear Loops, BlueMedline ASTM Level 1|4.0|Box|3.26|13.04
1492121|1580 Medline Industries Inc|2024-08-24|Freight|0.0||0.0|14.32
1492123|1580 Medline Industries Inc|2024-08-24|Freight|0.0||0.0|71.59
1492197|1580 Medline Industries Inc|2024-08-24|STETHOSCOPE SGL HEAD DISP LF YELLOW|32.0|Case|33.87|1083.84
1492373|1580 Medline Industries Inc|2024-08-24|STRIP,MULTISTIX 10 SG REAGENT,100/VIAL|3.0|Bottle|34.24|102.72
1492410|1580 Medline Industries Inc|2024-08-24|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|1.0|Box|29.33|29.33
1492462|1580 Medline Industries Inc|2024-08-24|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|4.0|Each|8.7|34.8
1492496|1580 Medline Industries Inc|2024-08-24|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|8.0|Box|14.75|118.0
1492516|1580 Medline Industries Inc|2024-08-24|TUBING STERILIZATION STEAM AND GAS PAPER/POLY 8INX100FT|1.0|Case|58.27|58.27
1492535|1580 Medline Industries Inc|2024-08-24|Compressors: Aeromist Compact Nebulizer CompressorAeromist Compact Nebulizer Com|2.0|Each|17.6|35.2
1492537|1580 Medline Industries Inc|2024-08-24|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|5.0|Bag|1.86|9.3
1492552|1580 Medline Industries Inc|2024-08-24|PACK, ARTHROSCOPY KNEE CUSTOM|1.0||272.75|272.75
1492675|1580 Medline Industries Inc|2024-08-23|Freight|0.0||0.0|32.26
1494937|1580 Medline Industries Inc|2024-08-23|PROBE TEMPERATURE KIT ORAL CORD WELL SURETEMP PLUS 4FT|1.0|Each|44.4|44.4
1494973|1580 Medline Industries Inc|2024-08-23|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|20.0|Box|14.75|295.0
1494993|1580 Medline Industries Inc|2024-08-23|Masks: ASTM Level 1 Procedure Face Mask with Ear Loops, BlueMedline ASTM Level 1|2.0|Box|3.26|6.52
1495490|1580 Medline Industries Inc|2024-08-22|Freight|0.0||0.0|11.25
1495602|1580 Medline Industries Inc|2024-08-22|"Littmann Classic II Infant Stethoscope, Black Tube, 28"""|9.0|Each|93.04|837.36
1496084|1580 Medline Industries Inc|2024-08-22|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 7.|1.0|Box|74.0|74.0
1496159|1580 Medline Industries Inc|2024-08-22|SPECULA VAGINAL GRAVES 590 SERIES KLEENSPEC DISPOSABLE LARGE|1.0|Box|32.04|32.04
1496189|1580 Medline Industries Inc|2024-08-22|Masks: ASTM Level 1 Procedure Face Mask with Ear Loops, BlueMedline ASTM Level 1|3.0|Box|3.26|9.78
1496197|1580 Medline Industries Inc|2024-08-22|"Dressings: Aquacel Hydrofiber Ribbon Dressing with Strengthening Fiber, 0.75"" x"|7.0|Box|20.21|141.47
1496203|1580 Medline Industries Inc|2024-08-22|"Dressings: DuoDERM Extra Thin Sterile Hydrocolloid Dressing, 4"" x 4"" SquareDuoDE"|3.0|Box|11.85|35.55
1496205|1580 Medline Industries Inc|2024-08-22|"GAUZE,SPONGE,2""X2"",8PLY,STERILE,LF,2'S"|4.0|Box|1.33|5.32
1496207|1580 Medline Industries Inc|2024-08-22|"BANDAGE,GAUZE,BULKEE II,4.5""X4.1YD,STRL"|10.0|Each|0.6|6.0
1496209|1580 Medline Industries Inc|2024-08-22|"TAPE,TRANSPARENT,CURAD,1""X10YD,LF,12/BX"|1.0|Box|6.04|6.04
1496214|1580 Medline Industries Inc|2024-08-22|SWABSTICK,PVP-I,1/PK|1.0|Box|3.6|3.6
1496219|1580 Medline Industries Inc|2024-08-22|ANEROID,HAND HELD,ADULT,NEOPRENE|1.0|Each|17.2|17.2
1496221|1580 Medline Industries Inc|2024-08-22|KIT,SUTURE REMOVAL|5.0|Each|1.1|5.5
1496240|1580 Medline Industries Inc|2024-08-22|Masks: ASTM Level 1 Procedure Face Mask with Ear Loops, BlueMedline ASTM Level 1|3.0|Box|3.26|9.78
1496639|1580 Medline Industries Inc|2024-08-22|SUTURE, 2-0 SILK FS 18IN|2.0||21.04|42.08
1496652|1580 Medline Industries Inc|2024-08-22|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1496656|1580 Medline Industries Inc|2024-08-22|RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM|1.0||1182.0|1182.0
1496674|1580 Medline Industries Inc|2024-08-22|CRADLE, ARM ULNAR NERVE FOAM|1.0||94.6|94.6
1496785|1580 Medline Industries Inc|2024-08-21|"Littmann Classic II Infant Stethoscope, Black Tube, 28"""|9.0|Each|93.04|837.36
1497266|1580 Medline Industries Inc|2024-08-21|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|1.0|Case|1367.9|1367.9
1497316|1580 Medline Industries Inc|2024-08-21|"SEAL,COHESIVE,EAKIN, BARRIER, SM 2""48 MM"|1.0|Box|13.2|13.2
1498051|1580 Medline Industries Inc|2024-08-21|SUTURE, 2-0 SILK FS 18IN|1.0||20.03|20.03
1498079|1580 Medline Industries Inc|2024-08-21|SUTURE, 2-0 SILK FS 18IN|1.0||20.03|20.03
1498178|1580 Medline Industries Inc|2024-08-20|Freight|0.0||0.0|95.28
1498181|1580 Medline Industries Inc|2024-08-20|Freight|0.0||0.0|9.57
1498216|1580 Medline Industries Inc|2024-08-20|APPLICATOR CTN TIP WOOD STER 6IN|5.0|Case|25.78|128.9
1500832|1580 Medline Industries Inc|2024-08-17|Freight|0.0||0.0|40.0
1500845|1580 Medline Industries Inc|2024-08-17|Freight|0.0||0.0|16.67
1500848|1580 Medline Industries Inc|2024-08-17|DRESSING WND MATRIX PROMOGRAN 4.34X4.34|2.0|Case|288.0|576.0
1500992|1580 Medline Industries Inc|2024-08-17|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 6.|1.0|Box|74.0|74.0
1501012|1580 Medline Industries Inc|2024-08-17|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|2.0|Case|147.52|295.04
1501029|1580 Medline Industries Inc|2024-08-17|"Littmann Classic II Infant Stethoscope, Black Tube, 28"""|10.0|Each|93.04|930.4
1501031|1580 Medline Industries Inc|2024-08-17|Adhesive Remover Pads|6.0|Box|3.66|21.96
1501086|1580 Medline Industries Inc|2024-08-17|HOLDER NEEDLE CRILE-WOOD STERILE 6IN|3.0|Case|106.65|319.95
1501122|1580 Medline Industries Inc|2024-08-17|SUTURE, 2-0 SILK FS 18IN|2.0||24.33|48.66
1501124|1580 Medline Industries Inc|2024-08-17|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||111.52|111.52
1501125|1580 Medline Industries Inc|2024-08-17|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||102.02|102.02
1501127|1580 Medline Industries Inc|2024-08-17|SUTURE, 3-0 27IN MONOCRYL ANTIBACTERIAL UNDYED SH|1.0||96.52|96.52
1501138|1580 Medline Industries Inc|2024-08-17|RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM|1.0||1182.0|1182.0
1501164|1580 Medline Industries Inc|2024-08-16|Freight|0.0||0.0|12.28
1501166|1580 Medline Industries Inc|2024-08-16|Freight|0.0||0.0|13.81
1501202|1580 Medline Industries Inc|2024-08-16|COUNTER SPONGE BAG BLU LF|9.0|Case|65.45|589.05
1502262|1580 Medline Industries Inc|2024-08-16|SUTURE, 2-0 SILK FS 18IN|2.0||20.03|40.06
1502263|1580 Medline Industries Inc|2024-08-16|SUTURE, 2-0 SILK FS 18IN|2.0||20.03|40.06
1502322|1580 Medline Industries Inc|2024-08-15|Freight|0.0||0.0|17.17
1502329|1580 Medline Industries Inc|2024-08-15|Freight|0.0||0.0|23.55
1502381|1580 Medline Industries Inc|2024-08-15|SOLUTION INHALATION STER H2O 2000ML|150.0|Case|33.0|4950.0
1502390|1580 Medline Industries Inc|2024-08-15|DIAPER INC SOFT PAMPERS SWADDLERS 4|4.0|Case|1.88|7.52
1502409|1580 Medline Industries Inc|2024-08-15|SYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN|20.0|Package|410.0|8200.0
1502411|1580 Medline Industries Inc|2024-08-15|TAPE SURG LF TRANSPORE WHT 1INX1.5YD|15.0|Case|121.05|1815.75
1503059|1580 Medline Industries Inc|2024-08-15|MASK, LOOP, PURPLE, FOAM, LVL 3|6.0|Box|8.68|52.08
1503093|1580 Medline Industries Inc|2024-08-15|"Dressings: DuoDERM Extra Thin Sterile Hydrocolloid Dressing, 4"" x 4"" SquareDuoDE"|1.0|Box|11.85|11.85
1503636|1580 Medline Industries Inc|2024-08-14|Freight|0.0||0.0|48.96
1503649|1580 Medline Industries Inc|2024-08-14|Freight|0.0||0.0|10.74
1504240|1580 Medline Industries Inc|2024-08-14|INDICATOR, BIOLOGICAL RAPID READOUT 4 HR|1.0|Case|1367.9|1367.9
1504252|1580 Medline Industries Inc|2024-08-14|Gloves: FitGuard Powder-Free Nitrile Exam Gloves with Textured Fingertips, Size|10.0|Box|14.75|147.5
1504258|1580 Medline Industries Inc|2024-08-14|Masks: ASTM Level 1 Procedure Face Mask with Ear Loops, BlueMedline ASTM Level 1|5.0|Box|3.26|16.3
1504284|1580 Medline Industries Inc|2024-08-14|"Littmann Classic II Infant Stethoscope, Black Tube, 28"""|5.0|Each|93.04|465.2
1504816|1580 Medline Industries Inc|2024-08-14|PACK, ARTHROSCOPY KNEE CUSTOM|1.0||272.79|272.79
1504824|1580 Medline Industries Inc|2024-08-14|SUTURE, 2-0 PROLENE KS 30IN|1.0||124.98|124.98
1504831|1580 Medline Industries Inc|2024-08-14|SCISSOR, ENDO SHEARS 5MM|1.0||356.73|356.73
1504853|1580 Medline Industries Inc|2024-08-14|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1504880|1580 Medline Industries Inc|2024-08-14|SUTURE, 2-0 SILK FS 18IN|2.0||20.03|40.06
1504982|1580 Medline Industries Inc|2024-08-13|Freight|0.0||0.0|12.73
1504984|1580 Medline Industries Inc|2024-08-13|Freight|0.0||0.0|11.73
1507437|1580 Medline Industries Inc|2024-08-10|DRESSING HYDROFIBER AQUACEL 0.75X18IN|10.0|Box|20.21|202.1
1507570|1580 Medline Industries Inc|2024-08-10|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|3.0|Each|8.7|26.1
1507604|1580 Medline Industries Inc|2024-08-10|Masks: ASTM Level 1 Procedure Face Mask with Ear Loops, BlueMedline ASTM Level 1|5.0|Box|3.26|16.3
1507654|1580 Medline Industries Inc|2024-08-10|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|10.0|Bag|1.86|18.6
1507704|1580 Medline Industries Inc|2024-08-09|Freight|0.0||0.0|11.73
1507753|1580 Medline Industries Inc|2024-08-09|FIELD STERILE TISSUE-POLY-TISS 18X26|4.0|Case|61.79|247.16
1510179|1580 Medline Industries Inc|2024-08-09|SUTURE, 2-0 SILK FS 18IN|1.0||20.03|20.03
1510203|1580 Medline Industries Inc|2024-08-09|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1510316|1580 Medline Industries Inc|2024-08-08|Freight|0.0||0.0|12.44
1510319|1580 Medline Industries Inc|2024-08-08|Freight|0.0||0.0|13.56
1510359|1580 Medline Industries Inc|2024-08-08|Freight|0.0||0.0|29.53
1510415|1580 Medline Industries Inc|2024-08-08|SYSTEM VISUALIZATION ENDO CLEARIFY 8X6IN|20.0|Package|410.0|8200.0
1510426|1580 Medline Industries Inc|2024-08-08|DRESSING, MEPILEX BORDER AG POST OP ANTIMICROBIAL 4INX14IN|8.0||171.3|1370.4
1510434|1580 Medline Industries Inc|2024-08-08|TUBE,NASAL,ENDOTRACH,CUFF,5.5MM,22FR|1.0|Package|81.38|81.38
1510926|1580 Medline Industries Inc|2024-08-08|"Underpads: Protection Plus Underpad, Light Absorbency, 17"" x 24"", Blue, Inner Pa"|20.0|Bag|1.86|37.2
1510968|1580 Medline Industries Inc|2024-08-08|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|4.0|Box|29.33|117.32
1511043|1580 Medline Industries Inc|2024-08-08|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|6.0|Box|29.33|175.98
1511834|1580 Medline Industries Inc|2024-08-08|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1511837|1580 Medline Industries Inc|2024-08-08|RELOAD, ARTICULATING ENDO GIA TRISTAPLE MED TAN 60MM|1.0||1182.0|1182.0
1511885|1580 Medline Industries Inc|2024-08-07|Freight|0.0||0.0|19.0
1511916|1580 Medline Industries Inc|2024-08-07|STETHOSCOPE SGL HEAD DISP LF YELLOW|32.0|Case|33.87|1083.84
1511956|1580 Medline Industries Inc|2024-08-07|Freight|0.0||0.0|20.2
1512095|1580 Medline Industries Inc|2024-08-07|TUBE,NASAL,ENDOTRACH,CUFF,5.5MM,22FR|1.0|Package|81.38|81.38
1512611|1580 Medline Industries Inc|2024-08-07|Gloves: Protexis PI Synthetic Polyisoprene Surgical Gloves, Powder Free, Size 6.|20.0|Pair|1.48|29.6
1512650|1580 Medline Industries Inc|2024-08-07|TUBING STERILIZATION STEAM AND GAS PAPER/POLY 8INX100FT|2.0|Case|58.27|116.54
1513212|1580 Medline Industries Inc|2024-08-07|TUBE, TRACHEOSTOMY  8 CFN|2.0||33.49|66.98
1513218|1580 Medline Industries Inc|2024-08-07|APPLIER, ENDO CLIP III 5MM|1.0||821.64|821.64
1513221|1580 Medline Industries Inc|2024-08-07|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1513418|1580 Medline Industries Inc|2024-08-06|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1514321|1580 Medline Industries Inc|2024-08-06|TUBE, TRACHEOSTOMY 10 CFN|2.0||38.9|77.81
1515084|1580 Medline Industries Inc|2024-08-05|BP Cuffs: FlexiPort Reusable 1-Tube Blood Pressure Cuff, Screw Connector, Adult,|3.0|Each|8.7|26.1
1515527|1580 Medline Industries Inc|2024-08-05|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1515534|1580 Medline Industries Inc|2024-08-05|DRAIN, WOUND - BLAKE HUBLESS 15FR|4.0||151.1|604.4
1515539|1580 Medline Industries Inc|2024-08-05|SUTURE, 2-0 SILK FS 18IN|2.0||20.03|40.06
1515623|1580 Medline Industries Inc|2024-08-03|Freight|0.0||0.0|15.02
1515625|1580 Medline Industries Inc|2024-08-03|Freight|0.0||0.0|17.98
1515644|1580 Medline Industries Inc|2024-08-03|BANDAGE GZ 6 PLY BULKEE II 4.5INX4.1YD|40.0|Case|59.74|2389.6
1515700|1580 Medline Industries Inc|2024-08-03|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1515826|1580 Medline Industries Inc|2024-08-03|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|1.0|Box|29.33|29.33
1515838|1580 Medline Industries Inc|2024-08-03|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|1.0|Box|29.33|29.33
1515875|1580 Medline Industries Inc|2024-08-03|Vaginal Speculums: KleenSpec 590 Series Vaginal Speculum, Disposable, Size MCent|2.0|Case|134.6|269.2
1515881|1580 Medline Industries Inc|2024-08-03|Test Kits: hCG Pregnancy Test, Cassette, 25 mIU/mLMedline Premium hCG Pregnancy|1.0|Box|29.33|29.33
1515926|1580 Medline Industries Inc|2024-08-03|SCISSOR, ENDO SHEARS 5MM|1.0||351.84|351.84
1515988|1580 Medline Industries Inc|2024-08-02|Freight|0.0||0.0|43.21
1515990|1580 Medline Industries Inc|2024-08-02|Freight|0.0||0.0|24.99
1516023|1580 Medline Industries Inc|2024-08-02|TAPE MEASURING FLEX PAPER LF INF 72IN|1.0|Case|83.81|83.81
1516865|1580 Medline Industries Inc|2024-08-02|CUFF BLOOD PRESSURE 1 TUBE MALE SCREW TYPE CONNECTOR LATEX FREE REUSABLE FLEXIPO|10.0|Each|7.59|75.9
1516866|1580 Medline Industries Inc|2024-08-02|CUFF BLOOD PRESSURE 1 TUBE MALE SCREW TYPE CONNECTOR LATEX FREE REUSABLE FLEXIPO|1.0|Each|7.59|7.59
1516932|1580 Medline Industries Inc|2024-08-02|GLOVE SURGICAL LATEX FREE POWDER FREE DERMASSURE GREEN 7.5|3.0|Box|71.5|214.5
1517391|1580 Medline Industries Inc|2024-08-02|PACK, KIDNEY TRANSPLANT CUSTOM RFID|1.0||127.0|127.0
1517413|1580 Medline Industries Inc|2024-08-02|SUTURE, 5-0 18IN MONOCRYL ANTIBACTERIAL UNDYED P-3|1.0||89.45|89.45
1517542|1580 Medline Industries Inc|2024-08-01|Freight|0.0||0.0|22.74
1518434|1580 Medline Industries Inc|2024-08-01|TUBE,NASAL,ENDOTRACH,CUFF,5.5MM,22FR|1.0|Package|81.38|81.38
1518435|1580 Medline Industries Inc|2024-08-01|TUBE,NASAL,ENDOTRACH,CUFF,5.5MM,22FR|1.0|Package|81.38|81.38
1518468|1580 Medline Industries Inc|2024-08-01|Skin Prep Applicators: BD ChloraPrep Hi-Lite Orange 10.5 mL Skin Prep Applicator|50.0|Each|3.78|189.0
